Time (s),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
2.4600000381469727,-0.7752519845962524,0.06480000168085098,0.03999999910593033,-4.03636360168457
2.4700000286102295,-0.7661527991294861,0.06499999761581421,0.019999999552965164,-4.0545454025268555
2.4800000190734863,-0.7661527991294861,0.06480000168085098,-0.019999999552965164,-4.0545454025268555
2.490000009536743,-0.7661527991294861,0.06419999897480011,-0.06000000238418579,-4.036363124847412
2.5,-0.7479544281959534,0.06320000439882278,-0.10000000149011612,-4.109090805053711
2.509999990463257,-0.7297561168670654,0.061600007116794586,-0.1599999964237213,-4.090909004211426
2.5199999809265137,-0.7115577459335327,0.05960000306367874,-0.20000000298023224,-4.090909004211426
2.5299999713897705,-0.6842601895332336,0.057200003415346146,-0.24000000953674316,-4.000000476837158
2.5399999618530273,-0.6569626331329346,0.0543999969959259,-0.2800000011920929,-3.8181819915771484
2.549999952316284,-0.6296650767326355,0.05120000243186951,-0.3199999928474426,-3.563636064529419
2.559999942779541,-0.5750700235366821,0.04779999703168869,-0.3399999737739563,-3.1636362075805664
2.569999933242798,-0.5477724671363831,0.04399999603629112,-0.3799999952316284,-2.8545453548431396
2.5799999237060547,-0.4931773543357849,0.039799999445676804,-0.41999998688697815,-2.563636302947998
2.5899999141693115,-0.43858230113983154,0.03539999574422836,-0.4399999976158142,-2.218181610107422
2.5999999046325684,-0.39308640360832214,0.030799996107816696,-0.4599999785423279,-1.8545453548431396
2.609999895095825,-0.32939210534095764,0.026200000196695328,-0.4599999785423279,-1.600000023841858
2.619999885559082,-0.2747970223426819,0.021400000900030136,-0.48000001907348633,-1.2727272510528564
2.630000114440918,-0.22930113971233368,0.01639999821782112,-0.5,-1
2.640000104904175,-0.16560687124729156,0.011400001123547554,-0.5,-0.7272726893424988
2.6500000953674316,-0.10191260278224945,0.006399999372661114,-0.5,-0.49090903997421265
2.6600000858306885,-0.047317516058683395,0.001199999824166298,-0.5199999809265137,-0.30909091234207153
2.6700000762939453,-0.0018216129392385483,-0.003999999724328518,-0.5199999809265137,-4.1178171983347056e-13
2.680000066757202,0.07097183167934418,-0.009200000204145908,-0.5199999809265137,0.4000000059604645
2.690000057220459,0.1346661001443863,-0.014199999161064625,-0.5,0.6545454263687134
2.700000047683716,0.18926118314266205,-0.019200000911951065,-0.5,1.0363637208938599
2.7100000381469727,0.243856281042099,-0.02419999986886978,-0.5,1.5090910196304321
2.7200000286102295,0.29845136404037476,-0.028999999165534973,-0.48000001907348633,1.7454545497894287
2.7300000190734863,0.3530464470386505,-0.033399999141693115,-0.4399999976158142,2.018181800842285
2.740000009536743,0.38944315910339355,-0.03779999911785126,-0.4399999976158142,2.2909092903137207
2.75,0.4440382421016693,-0.04179999977350235,-0.4000000059604645,2.545454502105713
2.759999990463257,0.48043498396873474,-0.04540000110864639,-0.35999998450279236,2.672727346420288
2.7699999809265137,0.5350300669670105,-0.049000002443790436,-0.36000001430511475,2.9272725582122803
2.7799999713897705,0.5623276233673096,-0.05220000073313713,-0.3199999928474426,3.0727272033691406
2.7899999618530273,0.6078234910964966,-0.054999999701976776,-0.2800000309944153,3.3090908527374268
2.799999952316284,0.6260218620300293,-0.057600002735853195,-0.2600000202655792,3.4181816577911377
2.809999942779541,0.6624186038970947,-0.06000000238418579,-0.24000000953674316,3.5818183422088623
2.819999933242798,0.6806169748306274,-0.061600007116794586,-0.1599999964237213,3.6181819438934326
2.8299999237060547,0.6988152861595154,-0.06300000101327896,-0.14000001549720764,3.6181819438934326
2.8399999141693115,0.7079144716262817,-0.06399999558925629,-0.10000000149011612,3.654545545578003
2.8499999046325684,0.7170136570930481,-0.06460000574588776,-0.06000000238418579,3.7272727489471436
2.859999895095825,0.7261128425598145,-0.06480000168085098,-0.019999999552965164,3.7272727489471436
2.869999885559082,0.7170136570930481,-0.06499999761581421,-0.019999999552965164,3.7272727489471436
2.880000114440918,0.7079144716262817,-0.06459999829530716,0.03999999910593033,3.8363635540008545
2.890000104904175,0.6988152861595154,-0.06379999220371246,0.07999999821186066,3.872727155685425
2.9000000953674316,0.6897161602973938,-0.06259999424219131,0.12000000476837158,3.8363635540008545
2.9100000858306885,0.6806169748306274,-0.061000000685453415,0.1599999964237213,3.8363635540008545
2.9200000762939453,0.6533194184303284,-0.058800000697374344,0.2199999988079071,3.781818389892578
2.930000066757202,0.644220232963562,-0.05640000104904175,0.24000000953674316,3.4727272987365723
2.940000057220459,0.6078234910964966,-0.0536000020802021,0.2800000011920929,3.21818208694458
2.950000047683716,0.5714268088340759,-0.050599999725818634,0.30000001192092896,2.9454548358917236
2.9600000381469727,0.5441292524337769,-0.047200001776218414,0.3399999737739563,2.672727108001709
2.9700000286102295,0.49863332509994507,-0.04359999671578407,0.35999998450279236,2.418181896209717
2.9800000190734863,0.45313742756843567,-0.039799999445676804,0.3799999952316284,2.3090908527374268
2.990000009536743,0.40764153003692627,-0.03579999879002571,0.4000000059604645,2.0727274417877197
3,0.3530464470386505,-0.031599998474121094,0.42000001668930054,1.9272725582122803
3.009999990463257,0.3075505495071411,-0.02720000222325325,0.4399999678134918,1.6909090280532837
3.0199999809265137,0.25295546650886536,-0.022600000724196434,0.4599999785423279,1.3999998569488525
3.0299999713897705,0.18926118314266205,-0.017799999564886093,0.48000001907348633,1.0909091234207153
3.0399999618530273,0.14376527070999146,-0.013000001199543476,0.48000001907348633,0.6909090876579285
3.049999952316284,0.08007100969552994,-0.007999999448657036,0.5,0.3272727131843567
